date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:55:45	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%226081a208-4824%22	https://f7.vamtam.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.2.1	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/plugins/elementor/assets/lib/animations/animations.mindeae.css	(from https://f7.vamtam.com/)
14:55:45	118558/118558	---M-Z	200	added ('OK')	text/css	etag:%226081a267-420b%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=1619108455	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/css/frontend.min83f9.css	(from https://f7.vamtam.com/)
14:55:45	1189/1189	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22ea909e7c38e81950d0cfaaa95b9686ee%22	https://f7.vamtam.com/comments/feed/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/comments/feed/index.html	(from https://f7.vamtam.com/)
14:55:45	25118/25118	---MCZ	200	added ('OK')	text/css	etag:W/%226081a267-934%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-4.css?ver=1619108455	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-483f9.css	(from https://f7.vamtam.com/)
14:55:46	210882/210882	---MCZ	200	added ('OK')	text/css	etag:W/%22605ca036-337c2%22	https://f7.vamtam.com/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.2.1	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/plugins/elementor-pro/assets/css/frontend.mindeae.css	(from https://f7.vamtam.com/)
14:55:46	112779/112779	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2200c4c92da7876c5f5d393ca8e0258c16%22	https://f7.vamtam.com/feed/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/feed/index.html	(from https://f7.vamtam.com/)
14:55:46	60583/60583	---M-Z	200	added ('OK')	text/css	etag:%226081a267-326c%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1619108455	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min83f9.css	(from https://f7.vamtam.com/)
14:55:47	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%226081a208-684e%22	https://f7.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.2.1	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mindeae.css	(from https://f7.vamtam.com/)
14:55:47	77104/77104	---MCZ	200	added ('OK')	text/css	etag:W/%226081a28e-1889%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-11.css?ver=1619108494	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-11cd4f.css	(from https://f7.vamtam.com/)
14:55:47	57290/57290	---MCZ	200	added ('OK')	text/css	etag:W/%226081a28e-df6%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-16668.css?ver=1619108494	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-16668cd4f.css	(from https://f7.vamtam.com/)
14:55:47	33496/33496	---MCZ	200	added ('OK')	text/css	etag:W/%226081a28e-b3b%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-284.css?ver=1619108494	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-284cd4f.css	(from https://f7.vamtam.com/)
14:55:47	16325/16325	---MCZ	200	added ('OK')	text/css	etag:W/%226081a267-5bc%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-3237.css?ver=1619108455	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-323783f9.css	(from https://f7.vamtam.com/)
14:55:48	175566/175566	---MCZ	200	added ('OK')	text/css	etag:W/%226081a267-6587%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/themes/f7/vamtam/assets/css/dist/all.css?ver=1619108455	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/themes/f7/vamtam/assets/css/dist/all83f9.css	(from https://f7.vamtam.com/)
14:55:48	71044/71044	---M--	200	added ('OK')	font/woff2	etag:%22604ce05e-11584%22	https://f7.vamtam.com/wp-content/themes/f7/vamtam/assets/fonts/icons/icomoon.woff2	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/themes/f7/vamtam/assets/fonts/icons/icomoon.woff2	(from https://f7.vamtam.com/)
14:55:49	205804/205804	---M--	200	added ('OK')	font/woff	etag:%22604ce05e-323ec%22	https://f7.vamtam.com/wp-content/themes/f7/vamtam/assets/fonts/icons/icomoon.woff	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/themes/f7/vamtam/assets/fonts/icons/icomoon.woff	(from https://f7.vamtam.com/)
14:55:50	205728/205728	---M--	200	added ('OK')	application/octet-stream	etag:%22604ce05e-323a0%22	https://f7.vamtam.com/wp-content/themes/f7/vamtam/assets/fonts/icons/icomoon.ttf	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/themes/f7/vamtam/assets/fonts/icons/icomoon.ttf	(from https://f7.vamtam.com/)
14:55:50	131892/131892	---M--	200	added ('OK')	font/woff2	etag:%22604ce05e-20334%22	https://f7.vamtam.com/wp-content/themes/f7/vamtam/assets/fonts/theme-icons/theme-icons.woff2	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/themes/f7/vamtam/assets/fonts/theme-icons/theme-icons.woff2	(from https://f7.vamtam.com/)
14:55:51	52243/52243	---MCZ	200	added ('OK')	text/css	etag:W/%226081a267-19f7%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/themes/f7/vamtam/assets/css/dist/woocommerce/main.css?ver=1619108455	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/themes/f7/vamtam/assets/css/dist/woocommerce/main83f9.css	(from https://f7.vamtam.com/)
14:55:51	347800/347800	---M--	200	added ('OK')	font/woff	etag:%22604ce05e-54e98%22	https://f7.vamtam.com/wp-content/themes/f7/vamtam/assets/fonts/theme-icons/theme-icons.woff	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/themes/f7/vamtam/assets/fonts/theme-icons/theme-icons.woff	(from https://f7.vamtam.com/)
14:55:51	204/204	---MCZ	200	added ('OK')	text/css	etag:W/%22604ce05e-cc%22	https://f7.vamtam.com/wp-content/themes/f7/vamtam/assets/css/dist/responsive/layout-max-low.css?ver=1616271023	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/themes/f7/vamtam/assets/css/dist/responsive/layout-max-low32a9.css	(from https://f7.vamtam.com/)
14:55:52	3007/3007	---MCZ	200	added ('OK')	text/css	etag:W/%226065aca8-bbf%22	https://f7.vamtam.com/wp-content/themes/f7/vamtam/assets/css/dist/responsive/layout-max.css?ver=1616271023	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/themes/f7/vamtam/assets/css/dist/responsive/layout-max32a9.css	(from https://f7.vamtam.com/)
14:55:52	23848/23848	---MCZ	200	added ('OK')	text/css	etag:W/%22607dd9d5-5d2a%22	https://f7.vamtam.com/wp-content/themes/f7/vamtam/assets/css/dist/responsive/layout-below-max.css?ver=1616271023	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/themes/f7/vamtam/assets/css/dist/responsive/layout-below-max32a9.css	(from https://f7.vamtam.com/)
14:55:52	21000/21000	---MCZ	200	added ('OK')	text/css	etag:W/%2260733357-520a%22	https://f7.vamtam.com/wp-content/themes/f7/vamtam/assets/css/dist/responsive/layout-small.css?ver=1616271023	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/themes/f7/vamtam/assets/css/dist/responsive/layout-small32a9.css	(from https://f7.vamtam.com/)
14:55:52	14014/14014	---MCZ	200	added ('OK')	text/css	etag:W/%226081a267-6b2%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/themes/f7/vamtam/assets/css/dist/responsive/wc-small-screen.css?ver=1619108455	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/themes/f7/vamtam/assets/css/dist/responsive/wc-small-screen83f9.css	(from https://f7.vamtam.com/)
14:55:53	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%22604ce074-e238%22	https://f7.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.1	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min9e0b.css	(from https://f7.vamtam.com/)
14:55:53	1088/1088	---M-Z	200	added ('OK')	text/css	etag:%226081a28e-152%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1619108494	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.mincd4f.css	(from https://f7.vamtam.com/)
14:55:53	1914/1914	---MCZ	200	added ('OK')	text/css	etag:W/%226081a267-21c%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/custom-icons/theme-icons/style.css?ver=1619108455	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/uploads/elementor/custom-icons/theme-icons/style83f9.css	(from https://f7.vamtam.com/)
14:55:54	1082/1082	---M-Z	200	added ('OK')	text/css	etag:%226081a28e-153%22	https://f7.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1619108494	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.mincd4f.css	(from https://f7.vamtam.com/)
14:55:54	89496/89496	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260415ed3-15d98%22	https://f7.vamtam.com/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-includes/js/jquery/jquery.min9d52.js	(from https://f7.vamtam.com/)
14:55:54	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260415ed3-2bd8%22	https://f7.vamtam.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://f7.vamtam.com/)
14:55:54	15055/15055	---MCZ	200	added ('OK')	application/javascript	etag:W/%226081a208-3acf%22	https://f7.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.2.1	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mindeae.js	(from https://f7.vamtam.com/)
14:55:55	898651/898651	---MCZ	200	added ('OK')	application/json	date:Sun,%2025%20Apr%202021%2012:55:56%20GMT	https://f7.vamtam.com/wp-json/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-json/index.html	(from https://f7.vamtam.com/)
14:55:56	149352/149352	---MCZ	200	added ('OK')	application/json	date:Sun,%2025%20Apr%202021%2012:55:57%20GMT	https://f7.vamtam.com/wp-json/wp/v2/pages/11	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-json/wp/v2/pages/11.json	(from https://f7.vamtam.com/)
14:55:57	792/792	---MCZ	200	added ('OK')	text/xml	date:Sun,%2025%20Apr%202021%2012:55:57%20GMT	https://f7.vamtam.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/xmlrpc0db0.php	(from https://f7.vamtam.com/)
14:55:57	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2260415ed3-415%22	https://f7.vamtam.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-includes/wlwmanifest.xml	(from https://f7.vamtam.com/)
14:55:57	304/304	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fda7eca-130%22	https://f7.vamtam.com/wp-content/uploads/2020/12/logo.svg	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/uploads/2020/12/logo.svg	(from https://f7.vamtam.com/)
14:55:57	180054/180054	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:55:58%20GMT	https://f7.vamtam.com/about	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/about.html	(from https://f7.vamtam.com/)
14:55:58	180313/180313	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:55:58%20GMT	https://f7.vamtam.com/home-2/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/home-2/index.html	(from https://f7.vamtam.com/)
14:55:58	179927/179927	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:55:58%20GMT	https://f7.vamtam.com/blog	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/blog.html	(from https://f7.vamtam.com/)
14:55:58	181870/181870	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:55:59%20GMT	https://f7.vamtam.com/membership/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/membership/index.html	(from https://f7.vamtam.com/)
14:55:59	180053/180053	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:55:59%20GMT	https://f7.vamtam.com/about/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/about/index.html	(from https://f7.vamtam.com/)
14:55:59	181868/181868	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:55:59%20GMT	https://f7.vamtam.com/membership	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/membership.html	(from https://f7.vamtam.com/)
14:55:59	53819/53819	---M--	200	added ('OK')	image/jpeg	etag:%225fd74a2f-da12%22	https://f7.vamtam.com/wp-content/uploads/2020/12/review-1-iStock-1179352899.jpg	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/uploads/2020/12/review-1-iStock-1179352899.jpg	(from https://f7.vamtam.com/)
14:55:59	131355/131355	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:55:59%20GMT	https://f7.vamtam.com/team/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/team/index.html	(from https://f7.vamtam.com/)
14:55:59	214376/214376	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:55:59%20GMT	https://f7.vamtam.com/reviews/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/reviews/index.html	(from https://f7.vamtam.com/)
14:55:59	109789/109789	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:00%20GMT	https://f7.vamtam.com/contact/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/contact/index.html	(from https://f7.vamtam.com/)
14:55:59	62878/62878	---M--	200	added ('OK')	image/jpeg	etag:%225fd74a31-ffe4%22	https://f7.vamtam.com/wp-content/uploads/2020/12/review-2-iStock-1243206637.jpg	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/uploads/2020/12/review-2-iStock-1243206637.jpg	(from https://f7.vamtam.com/)
14:55:59	72216/72216	---M--	200	added ('OK')	image/jpeg	etag:%22602e1c7a-12378%22	https://f7.vamtam.com/wp-content/uploads/2021/02/review-3-andrew-donovan-valdivia-LSPTjgbZHoQ-unsplash.jpg	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/uploads/2021/02/review-3-andrew-donovan-valdivia-LSPTjgbZHoQ-unsplash.jpg	(from https://f7.vamtam.com/)
14:56:00	170264/170264	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:01%20GMT	https://f7.vamtam.com/schedules/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/schedules/index.html	(from https://f7.vamtam.com/)
14:56:01	214374/214374	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:00%20GMT	https://f7.vamtam.com/reviews	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/reviews.html	(from https://f7.vamtam.com/)
14:56:01	115843/115843	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:01%20GMT	https://f7.vamtam.com/covid-19/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/covid-19/index.html	(from https://f7.vamtam.com/)
14:56:01	179926/179926	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:01%20GMT	https://f7.vamtam.com/blog/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/blog/index.html	(from https://f7.vamtam.com/)
14:56:01	128313/128313	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:02%20GMT	https://f7.vamtam.com/stories/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/stories/index.html	(from https://f7.vamtam.com/)
14:56:02	185176/185176	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:02%20GMT	https://f7.vamtam.com/shop-2/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/shop-2/index.html	(from https://f7.vamtam.com/)
14:56:02	126021/126021	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2008:55:23%20GMT	https://scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/149384987_842939259595869_3643698726766741840_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=ihvOLQp2NP0AX_HyC5A&_nc_ht=scontent-dfw5-1.cdninstagram.com&oh=7e478193642483b74c6f0274a8da8a52&oe=60A90683	C:/My%20Web%20Sites/Gym%2010/scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/149384987_842939259595869_3643698726766741840_n6d06.jpg	(from https://f7.vamtam.com/)
14:56:02	152781/152781	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:02%20GMT	https://f7.vamtam.com/classes/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/classes/index.html	(from https://f7.vamtam.com/)
14:56:02	171202/171202	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:02%20GMT	https://f7.vamtam.com/outdoor-classes/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/outdoor-classes/index.html	(from https://f7.vamtam.com/)
14:56:02	171132/171132	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:03%20GMT	https://f7.vamtam.com/group-training/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/group-training/index.html	(from https://f7.vamtam.com/)
14:56:03	191493/191493	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:03%20GMT	https://f7.vamtam.com/digital-coaching/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/digital-coaching/index.html	(from https://f7.vamtam.com/)
14:56:03	198164/198164	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Apr%202021%2012:56:04%20GMT	https://f7.vamtam.com/personal-training/	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/personal-training/index.html	(from https://f7.vamtam.com/)
14:56:03	163/163	---M--	200	added ('OK')	image/png	etag:%2260620d90-b0%22	https://f7.vamtam.com/wp-content/plugins/instagram-feed-pro/img/placeholder.png	C:/My%20Web%20Sites/Gym%2010/f7.vamtam.com/wp-content/plugins/instagram-feed-pro/img/placeholder.png	(from https://f7.vamtam.com/)
14:56:04	177272/177272	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2008:59:16%20GMT	https://scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/149780051_172497447742275_3454407433146678916_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=2LNqpLXAfSEAX-15yX3&_nc_ht=scontent-dfw5-1.cdninstagram.com&oh=03f40a95be3126b7c3632c9624047fee&oe=60A9568F	C:/My%20Web%20Sites/Gym%2010/scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/149780051_172497447742275_3454407433146678916_n7287.jpg	(from https://f7.vamtam.com/)
14:56:05	228691/228691	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2008:58:13%20GMT	https://scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/149831343_1830194480492346_1323700148335757677_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=ioJny_IUPHIAX8fbSrG&_nc_ht=scontent-dfw5-1.cdninstagram.com&oh=f569c29ec10bfb0aaa6f8da70fe2b007&oe=60A8CF61	C:/My%20Web%20Sites/Gym%2010/scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/149831343_1830194480492346_1323700148335757677_n86cb.jpg	(from https://f7.vamtam.com/)
14:56:05	133960/133960	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2008:57:32%20GMT	https://scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/149783819_1322285844823851_787730271173955498_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=zDo_lm2caI8AX-0Q9Zo&_nc_ht=scontent-dfw5-1.cdninstagram.com&oh=74e1066aa4934c54f03e73a4d66db31a&oe=60AA4D9D	C:/My%20Web%20Sites/Gym%2010/scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/149783819_1322285844823851_787730271173955498_n4c44.jpg	(from https://f7.vamtam.com/)
14:56:06	288132/288132	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2008:56:52%20GMT	https://scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/150116413_707961803215781_6620700934581791279_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=musUNeeo3ksAX-KkSsK&_nc_ht=scontent-dfw5-1.cdninstagram.com&oh=80f656a214471399c51a2920bed3a4c2&oe=60A93F5F	C:/My%20Web%20Sites/Gym%2010/scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/150116413_707961803215781_6620700934581791279_n2d61.jpg	(from https://f7.vamtam.com/)
14:56:06	212944/212944	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Feb%202021%2008:58:30%20GMT	https://scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/150259960_768315154083827_7650690820195578462_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=8ae9d6&_nc_ohc=5xYaWjiX64EAX-fsobb&_nc_ht=scontent-dfw5-1.cdninstagram.com&oh=fff3c41dc8be188d4a0584a31500e541&oe=60A98EF6	C:/My%20Web%20Sites/Gym%2010/scontent-dfw5-1.cdninstagram.com/v/t51.29350-15/150259960_768315154083827_7650690820195578462_na7a4.jpg	(from https://f7.vamtam.com/)
